Temperature,Humidity,Rainfall,Soil_pH,N,P,K,Crop,Disease
27.1,72.1,148.6,6.37,86,44,39,Tomato,Bacterial Spot
28.5,66.7,167.6,6.69,95,40,37,Chili,Powdery Mildew
22.5,89.3,181.1,5.73,78,39,36,Tomato,Late Blight
27.1,71.8,154.2,6.43,101,44,28,Maize,Common Rust
26,68.7,187.3,6.65,100,31,38,Chili,Powdery Mildew
29.7,84.6,298.5,6.15,107,29,35,Chili,Leaf Spot
34.4,45.2,222.1,6.62,72,54,40,Cotton,Bacterial Blight
34.8,79.7,212.7,6.88,84,49,26,Cotton,Leaf Spot
23,70.6,151.4,6.51,88,34,35,Wheat,Leaf Rust
28.2,70.1,127,6.46,84,48,37,Tomato,Early Blight
29,67.1,208.5,6.94,71,51,35,Cotton,Verticillium Wilt
20.1,61,154,5.87,76,53,25,Potato,Early Blight
28.5,72.4,159.5,6.28,105,33,27,Maize,Common Rust
18.4,77.7,159.7,6.31,78,39,42,Apple,Apple Scab
34.8,71.4,255.9,6.26,100,42,48,Rice,Bacterial Leaf Blight
18.8,88,172.3,5.84,78,30,41,Tomato,Late Blight
18.3,67.5,149.6,6.36,87,23,45,Potato,Late Blight
24.1,70,159.9,6.02,79,64,33,Potato,Early Blight
22.1,75.5,175.4,6.36,88,38,54,Apple,Apple Scab
27.7,72.4,178.7,6.39,100,32,37,Chili,Powdery Mildew
35.4,93.4,135.8,7.08,106,53,20,Maize,Turcicum Leaf Blight
25.9,67.2,169.5,7.79,113,49,56,Wheat,Powdery Mildew
23.7,68.1,149.8,6.08,81,53,29,Potato,Early Blight
37,94.8,149.3,6.98,111,43,22,Maize,Turcicum Leaf Blight
33,89.4,257.1,6.98,96,45,38,Rice,Bacterial Leaf Blight
20.3,86.6,167,6.18,78,32,39,Tomato,Late Blight
26.3,73.6,182.9,6.67,102,43,32,Chili,Powdery Mildew
19.7,80.7,194.6,5.62,88,37,35,Tomato,Late Blight
24.4,62.9,142.1,6.47,81,45,27,Tomato,Early Blight
27.5,78.7,188.2,6.76,90,33,32,Chili,Powdery Mildew
22.2,55.7,147.5,6.55,106,39,45,Wheat,Powdery Mildew
32.8,70.1,208.6,6.45,93,35,29,Cotton,Leaf Spot
15.9,84.6,155.7,6.07,81,43,51,Apple,Apple Scab
27.8,71.8,129.2,6.49,81,46,33,Tomato,Early Blight
18.8,91.5,162.4,6.09,89,40,33,Tomato,Late Blight
29,87.7,250.6,6.11,96,32,42,Chili,Leaf Spot
29.6,77.2,181.7,6.36,101,43,15,Maize,Gray Leaf Spot
31.7,45.6,258.1,6.75,95,33,30,Rice,Leaf Blast
28.7,70.2,181.8,6.19,94,39,31,Cotton,Leaf Spot
32.6,60.3,249,5.51,83,30,31,Rice,Brown Spot
32.6,72.6,237.1,5.95,70,37,32,Rice,Brown Spot
33.7,47.6,253.3,6.31,88,43,34,Rice,Leaf Blast
34.5,52.3,207.7,6.62,64,56,38,Cotton,Bacterial Blight
31.5,81.3,193.9,6.66,98,48,15,Maize,Gray Leaf Spot
24.7,55.6,106.7,7.67,61,59,30,Potato,Common Scab
34.4,85.8,138.7,7.02,110,43,25,Maize,Turcicum Leaf Blight
21.6,67.5,149.5,6.14,76,58,25,Potato,Early Blight
23.5,56.9,126.8,6.77,95,40,43,Wheat,Powdery Mildew
23.5,58.3,130.8,6.95,90,38,40,Wheat,Powdery Mildew
18.6,70.3,194.9,5.99,99,36,34,Wheat,Septoria Leaf Spot
24.9,63.7,141.1,6.13,83,64,32,Potato,Early Blight
22.8,68.7,160.7,6.33,102,42,43,Wheat,Leaf Rust
26.1,59.8,111.5,7.94,57,47,35,Potato,Common Scab
25.7,72.1,163.5,6.46,91,49,35,Tomato,Bacterial Spot
33.8,51.7,241.5,6.48,70,51,38,Cotton,Bacterial Blight
20.5,77.3,183.6,6.04,84,40,46,Apple,Apple Scab
23.6,60.8,159,6.1,91,40,40,Wheat,Leaf Rust
25.8,79.5,187.9,6.4,97,38,38,Chili,Powdery Mildew
37.3,44.8,248.8,6.44,83,45,42,Cotton,Bacterial Blight
33.2,61.8,247.1,5.97,72,35,29,Rice,Brown Spot
26,46.8,110.6,6.53,55,55,37,Potato,Common Scab
20.1,68.1,138.5,5.85,77,59,33,Potato,Early Blight
20.3,67.5,136.3,6.16,65,52,25,Potato,Early Blight
32.6,85.8,209.9,6.18,109,43,19,Maize,Gray Leaf Spot
29.3,62.8,225.7,5.96,75,25,30,Rice,Brown Spot
29.4,82.6,163.8,6.23,99,44,34,Maize,Common Rust
27.9,80.8,172,6.35,95,32,25,Maize,Common Rust
32.1,76.6,252.2,6.91,106,36,36,Rice,Bacterial Leaf Blight
19.8,80.9,193.2,5.62,80,39,37,Tomato,Late Blight
25.9,74.6,181,6.12,107,32,30,Maize,Common Rust
30.4,58.9,193.7,6.68,112,60,17,Chili,Anthracnose
29.5,86.5,267.8,6.34,109,31,36,Chili,Leaf Spot
34.4,77.2,269.4,6.48,99,30,34,Rice,Brown Spot
25.8,78.6,159.2,6.37,102,36,30,Chili,Powdery Mildew
25.6,78.6,133.7,6.83,94,59,59,Apple,Fire Blight
23.2,62.3,121.2,6.7,103,37,43,Wheat,Powdery Mildew
25.8,71.9,150.5,6.24,97,31,28,Maize,Common Rust
27.2,67.7,190.6,6.84,80,52,38,Cotton,Verticillium Wilt
29.1,68.6,163.5,6.74,94,52,48,Tomato,Bacterial Spot
27.5,73.3,155,6.65,86,36,38,Wheat,Leaf Rust
31.6,52,159.3,7.46,70,54,30,Cotton,Verticillium Wilt
24.5,70.5,148.9,6.09,80,51,33,Tomato,Early Blight
22.3,66.3,147.5,6.16,61,54,34,Potato,Early Blight
21.3,82.1,172.5,6.89,94,50,47,Apple,Cedar Apple Rust
23.8,62.6,145.9,6.33,86,42,33,Wheat,Leaf Rust
22.2,63.8,143.9,5.92,78,57,27,Potato,Early Blight
24.2,71.6,136.8,6.31,91,38,42,Wheat,Leaf Rust
34.6,48,196.3,6.82,110,56,16,Chili,Anthracnose
26.4,53.6,120.7,7.15,56,48,41,Potato,Common Scab
29.8,85.3,257.3,6.07,106,34,35,Chili,Leaf Spot
23,48.7,94.2,6.94,53,39,31,Potato,Common Scab
34.9,54.1,256,6.57,89,30,36,Rice,Leaf Blast
31,50.9,183.3,6.52,113,59,22,Chili,Anthracnose
25.6,66.8,161.3,6.23,98,31,32,Chili,Powdery Mildew
27.8,67.5,155.3,6.02,98,47,38,Tomato,Early Blight
22.7,77.6,172,5.92,100,30,41,Wheat,Septoria Leaf Spot
33.5,92.2,152.7,6.89,115,45,27,Maize,Turcicum Leaf Blight
28.2,73.8,160.6,6.7,89,45,46,Tomato,Bacterial Spot
23.5,64.7,132.9,6,71,52,29,Potato,Early Blight
37.6,87.4,138.2,7.17,106,49,26,Maize,Turcicum Leaf Blight
21.2,77.6,163.2,6.31,76,31,41,Potato,Late Blight
25.1,66.2,206.3,7.29,72,41,30,Cotton,Verticillium Wilt
32.2,89.9,143.5,6.93,124,52,26,Maize,Turcicum Leaf Blight
20.6,66.7,145.6,6.11,73,62,30,Potato,Early Blight
30.3,47.8,196.8,6.93,117,51,19,Chili,Anthracnose
22.2,90.2,161.3,5.59,84,39,41,Tomato,Late Blight
36.8,93.4,142,6.97,107,40,26,Maize,Turcicum Leaf Blight
21.8,60.6,159.1,6.15,83,64,26,Potato,Early Blight
20.4,73,177,6.11,113,36,37,Wheat,Septoria Leaf Spot
33.5,88.6,134.6,7.08,124,49,26,Maize,Turcicum Leaf Blight
36.3,92,158.8,7.04,117,52,26,Maize,Turcicum Leaf Blight
23.7,84.6,175.1,6.54,105,29,40,Wheat,Septoria Leaf Spot
20.3,59.1,142.9,6.71,94,41,40,Wheat,Powdery Mildew
28.8,60.9,218.3,5.61,73,36,25,Rice,Brown Spot
29.8,74,179,6.76,93,50,47,Tomato,Bacterial Spot
19.1,76.8,168.1,6.25,83,30,42,Potato,Late Blight
23.7,66,147,6.14,78,23,49,Potato,Late Blight
35.4,43.1,225.5,6.74,77,50,38,Cotton,Bacterial Blight
27,75.1,177.6,6.23,91,36,30,Chili,Powdery Mildew
24.8,52.6,137,6.75,99,41,42,Wheat,Powdery Mildew
30,80.1,205.8,6.3,110,38,29,Maize,Gray Leaf Spot
31.6,38.6,201,6.61,76,49,38,Cotton,Bacterial Blight
34.5,90.2,152.4,6.85,109,45,23,Maize,Turcicum Leaf Blight
37.9,40.1,229.5,6.61,73,54,36,Cotton,Bacterial Blight
20.6,77.8,141.2,7.11,80,56,46,Apple,Fire Blight
36.4,90,148.3,7.16,113,45,20,Maize,Turcicum Leaf Blight
23.3,53.2,145.9,6.93,93,42,42,Wheat,Powdery Mildew
36.1,94.6,139,7.14,123,51,22,Maize,Turcicum Leaf Blight
23,60.8,158.7,6.38,101,37,36,Wheat,Leaf Rust
21.4,88.4,174.2,5.9,78,36,34,Tomato,Late Blight
16.6,80.6,152.2,6.3,72,47,41,Apple,Apple Scab
30,76.8,188.7,6,103,36,15,Maize,Gray Leaf Spot
32.1,58.3,193.1,6.54,118,63,21,Chili,Anthracnose
20.2,71.6,195,6.43,98,32,37,Wheat,Septoria Leaf Spot
25,55.1,103.2,7.93,66,56,42,Potato,Common Scab
18.6,71,173,6.1,83,30,46,Potato,Late Blight
20.2,79.3,161.6,6.99,85,40,43,Apple,Cedar Apple Rust
29.4,78.4,175.7,6.52,91,44,33,Chili,Powdery Mildew
23,70,151.1,6.36,87,21,42,Potato,Late Blight
23.7,73.9,173.5,6.12,96,32,31,Wheat,Septoria Leaf Spot
34.9,89.1,148.2,6.98,123,48,26,Maize,Turcicum Leaf Blight
20.4,53.2,126.9,6.68,95,36,41,Wheat,Powdery Mildew
24.7,68.6,169.3,6.19,98,44,41,Wheat,Leaf Rust
19.6,76.4,160.7,6.39,75,27,40,Potato,Late Blight
37.6,86.7,134.3,7.02,117,47,25,Maize,Turcicum Leaf Blight
33.3,69.4,218.2,6.75,84,45,32,Cotton,Leaf Spot
35.6,89.3,140,7.03,120,40,29,Maize,Turcicum Leaf Blight
29.6,67.7,171.1,6.68,89,37,32,Chili,Powdery Mildew
29.4,66.7,158.5,6.75,89,46,41,Tomato,Bacterial Spot
30.6,75.7,171.6,6.76,97,53,37,Tomato,Bacterial Spot
19.9,74.6,167.7,5.76,76,46,47,Apple,Apple Scab
24.1,54.3,147.8,6.98,101,36,43,Wheat,Powdery Mildew
25.3,59.1,198.1,7.27,88,47,31,Cotton,Verticillium Wilt
23.5,79.5,188.8,6.01,109,25,35,Wheat,Septoria Leaf Spot
20.4,92.2,172.5,5.78,85,43,31,Tomato,Late Blight
25.7,79.9,170.1,6.46,97,41,42,Tomato,Bacterial Spot
26.7,66.8,161.8,6.73,91,40,36,Chili,Powdery Mildew
27.9,55.1,184.9,6.05,91,47,21,Chili,Anthracnose
21,81.6,168.2,6.05,82,52,42,Apple,Cedar Apple Rust
33.4,80.7,231.9,6.51,93,45,46,Rice,Bacterial Leaf Blight
23.2,65.7,140.7,6.19,75,53,26,Potato,Early Blight
19.5,85.4,200,6.04,89,40,36,Tomato,Late Blight
30.9,68.2,180.6,7.19,72,48,32,Cotton,Verticillium Wilt
30.9,57.1,187.8,6.9,105,50,20,Chili,Anthracnose
31.6,70.9,228,6.34,95,47,29,Cotton,Leaf Spot
27,68.4,163.5,6.8,101,43,39,Chili,Powdery Mildew
22.3,57.2,145.2,6.53,97,43,48,Wheat,Powdery Mildew
21.9,53.6,122.8,6.59,91,36,49,Wheat,Powdery Mildew
22.6,50.1,105.7,7.54,54,47,43,Potato,Common Scab
26.2,47.8,126.9,7.97,52,40,36,Potato,Common Scab
19.3,92.3,162.2,5.99,81,40,43,Tomato,Late Blight
35.7,86.7,157.2,6.88,124,40,22,Maize,Turcicum Leaf Blight
28.3,65,197.5,6.24,81,37,26,Cotton,Leaf Spot
20.4,75.9,187.3,6.39,81,43,48,Apple,Cedar Apple Rust
25.8,61.1,134.5,6.04,90,32,37,Wheat,Leaf Rust
33.8,70.7,268.9,6.45,96,42,47,Rice,Bacterial Leaf Blight
24.9,69.9,150.9,6.01,67,62,31,Potato,Early Blight
35.7,45.8,276.6,6.45,90,32,35,Rice,Leaf Blast
24.3,75.6,177.7,6.37,82,53,47,Apple,Cedar Apple Rust
20.6,94.8,169.4,6.01,81,39,33,Tomato,Late Blight
33.1,58.1,206.3,6.51,68,52,39,Cotton,Bacterial Blight
18.3,66.3,170.1,6.04,76,20,49,Potato,Late Blight
34.9,89.5,159.2,7.2,118,41,25,Maize,Turcicum Leaf Blight
26.2,58.6,100.5,7.51,51,50,34,Potato,Common Scab
31,57.1,199.7,6.6,106,51,18,Chili,Anthracnose
30.3,73.6,173.1,6.28,93,49,45,Tomato,Bacterial Spot
23.4,78.9,173.2,6.53,82,53,47,Apple,Cedar Apple Rust
25.8,68,176,6.5,100,40,41,Tomato,Bacterial Spot
20.5,72.1,178,5.87,80,43,53,Apple,Apple Scab
20,68.2,151.2,6.09,79,51,28,Potato,Early Blight
29.7,84.4,175.2,6.62,111,44,21,Maize,Gray Leaf Spot
31.2,50.6,189,6.55,109,55,21,Chili,Anthracnose
30.4,53.4,188.7,6.91,113,64,17,Chili,Anthracnose
19.6,83.4,164.1,6.33,113,27,44,Wheat,Septoria Leaf Spot
19,79.2,174.7,6.33,81,26,46,Potato,Late Blight
34.7,75.1,207.4,6,80,38,26,Cotton,Leaf Spot
24.7,48,124.7,7.61,64,50,31,Potato,Common Scab
30.3,74.4,188.6,6.26,89,38,30,Cotton,Leaf Spot
30.8,51.4,267,6.65,93,33,36,Rice,Leaf Blast
31.6,84.6,196.6,6.26,111,43,16,Maize,Gray Leaf Spot
27.9,76.9,167.2,6.47,102,43,32,Chili,Powdery Mildew
22.2,80.4,197.9,6,76,40,39,Tomato,Late Blight
33.3,71.5,265.1,6.38,105,45,44,Rice,Bacterial Leaf Blight
26.5,64.4,150.8,6.07,95,57,26,Tomato,Early Blight
29.4,48.7,161,5.78,100,45,19,Chili,Anthracnose
19.9,75.5,190.8,6.45,103,39,36,Wheat,Septoria Leaf Spot
22.7,67.1,149.8,5.91,83,61,30,Potato,Early Blight
31.4,47.4,254.2,6.76,93,40,39,Rice,Leaf Blast
22.9,55.3,144,6.73,106,41,47,Wheat,Powdery Mildew
25.7,66,160.2,6.59,91,50,35,Tomato,Bacterial Spot
35.6,58.3,235.6,6.48,77,45,38,Cotton,Bacterial Blight
35.2,75.3,274,6.93,98,48,40,Rice,Bacterial Leaf Blight
32.3,63.2,202.4,5.64,73,30,29,Rice,Brown Spot
23.5,49.4,134.9,7.51,65,45,39,Potato,Common Scab
26.8,68.6,143.7,6.65,89,34,40,Wheat,Leaf Rust
24.5,48.1,123.6,6.78,56,57,33,Potato,Common Scab
34.1,57.5,313.8,7.25,102,44,41,Rice,Leaf Blast
31.7,40.8,215.6,6.56,74,56,41,Cotton,Bacterial Blight
32.7,66.9,256.5,5.84,79,36,33,Rice,Brown Spot
22.9,57,123.6,6.99,94,35,45,Wheat,Powdery Mildew
33.4,42.1,238.7,6.54,68,50,43,Cotton,Bacterial Blight
31.9,73.1,149.7,6.31,87,46,35,Tomato,Bacterial Spot
30.3,75.2,197.5,6.21,87,39,25,Cotton,Leaf Spot
33,72.1,256.8,6.09,105,35,38,Rice,Bacterial Leaf Blight
31.1,85.4,179,7,108,44,43,Chili,Powdery Mildew
33.9,74.7,200.2,6.02,91,35,25,Cotton,Leaf Spot
26.6,69.7,163.2,6.42,96,46,39,Tomato,Bacterial Spot
36.5,80.1,273.6,6.94,106,44,39,Rice,Bacterial Leaf Blight
30.3,89.8,264.5,6.4,104,25,42,Chili,Leaf Spot
35,70.6,256.7,6.72,98,46,38,Rice,Bacterial Leaf Blight
27.4,66,159.6,6.88,98,51,57,Apple,Fire Blight
20.5,64.5,146,5.9,66,55,25,Potato,Early Blight
36.5,96.2,262.8,6.97,107,45,47,Rice,Bacterial Leaf Blight
18.3,81.3,198.2,5.99,101,27,38,Wheat,Septoria Leaf Spot
33.9,50.5,202.1,6.76,114,63,24,Chili,Anthracnose
33.6,89.9,142.6,6.92,121,47,26,Maize,Turcicum Leaf Blight
24.1,72,167.1,7.27,96,46,56,Apple,Fire Blight
37.9,89.7,134.9,6.88,122,53,26,Maize,Turcicum Leaf Blight
20.6,63.5,138.6,5.92,65,50,25,Potato,Early Blight
32.7,83.5,262.1,6.72,104,35,49,Rice,Bacterial Leaf Blight
33.7,53.2,264.3,6.42,96,30,33,Rice,Leaf Blast
32.4,50,283.4,6.31,98,36,33,Rice,Leaf Blast
22.2,76.2,165.5,6.33,105,34,35,Wheat,Septoria Leaf Spot
31.4,53.9,186.8,7.49,87,54,33,Cotton,Verticillium Wilt
38,78,256.9,6.37,97,45,49,Rice,Bacterial Leaf Blight
21.5,53.2,143,6.55,107,36,41,Wheat,Powdery Mildew
24.8,79.6,153.4,6.97,90,57,54,Apple,Fire Blight
32.3,86.6,195.4,6.17,112,45,26,Maize,Gray Leaf Spot
25.4,76.7,152.8,6.53,89,33,39,Chili,Powdery Mildew
30.6,85.9,197.7,6.14,96,43,25,Maize,Gray Leaf Spot
31.1,58.5,209.4,6.82,118,59,15,Chili,Anthracnose
32.8,57,242.7,6.31,75,50,39,Cotton,Bacterial Blight
35.7,48.7,256.8,6.56,86,44,31,Rice,Leaf Blast
18.8,75.2,192.3,6,96,26,42,Wheat,Septoria Leaf Spot
25.4,77.7,136.9,6.95,86,49,57,Apple,Fire Blight
25.3,64.2,158,6.18,80,56,35,Tomato,Early Blight
28.8,87.6,254.5,6.26,96,28,41,Chili,Leaf Spot
25,74.7,156.9,6.41,86,43,38,Tomato,Bacterial Spot
28.8,65.9,175.2,6.29,98,45,40,Tomato,Bacterial Spot
26.6,75,157.4,6.24,94,47,47,Tomato,Bacterial Spot
27.2,67.2,132.8,6.44,93,47,37,Wheat,Leaf Rust
19.5,74.9,156.4,6.39,76,34,44,Potato,Late Blight
23.6,69.8,145.5,5.93,79,54,29,Potato,Early Blight
19.8,75.2,188.4,6.02,91,42,40,Apple,Cedar Apple Rust
22.2,80.1,199.2,6.59,108,28,41,Wheat,Septoria Leaf Spot
20.3,67.4,147.2,6.14,63,61,27,Potato,Early Blight
23.2,68,165,7.2,80,45,49,Apple,Fire Blight
33,70.1,247.1,6.35,101,37,47,Rice,Bacterial Leaf Blight
19.9,81.7,193.7,5.85,76,31,32,Tomato,Late Blight
31.5,75.2,166.2,6.53,90,49,41,Tomato,Bacterial Spot
30.7,59,206.8,6.59,106,59,15,Chili,Anthracnose
37.1,80.1,264.9,6.14,95,45,37,Rice,Bacterial Leaf Blight
33.6,51,207,6.3,66,55,35,Cotton,Bacterial Blight
20.2,66.2,153.9,6.05,84,30,45,Potato,Late Blight
22.9,58.5,135,6.44,91,41,43,Wheat,Powdery Mildew
29.6,83,273,6.13,102,32,43,Chili,Leaf Spot
22.1,53.6,140.2,6.9,103,43,43,Wheat,Powdery Mildew
20.1,83.1,156.2,5.15,72,34,29,Tomato,Late Blight
32.3,49.5,197.1,6.57,115,54,20,Chili,Anthracnose
30.2,53.9,245.3,6.7,74,55,44,Cotton,Bacterial Blight
31.8,52.2,162.7,6.97,89,51,38,Cotton,Verticillium Wilt
31.9,78.7,190.3,6.09,112,40,24,Maize,Gray Leaf Spot
13.6,71.3,140.5,5.63,66,37,46,Apple,Apple Scab
28.9,76.7,190,7.24,107,45,32,Chili,Powdery Mildew
33.2,72.9,200.6,6.27,99,36,25,Cotton,Leaf Spot
32.8,83.5,253.6,6.79,104,44,49,Rice,Bacterial Leaf Blight
21.1,82.8,182.5,5.59,75,39,39,Tomato,Late Blight
30.9,61.8,161.5,7.08,80,45,31,Cotton,Verticillium Wilt
34.8,85.9,159.9,7.02,119,46,25,Maize,Turcicum Leaf Blight
32,76.5,155.3,6.53,92,42,38,Tomato,Bacterial Spot
33,68.4,212.8,6.16,81,36,34,Cotton,Leaf Spot
35,76.4,227.9,6.38,103,46,42,Rice,Bacterial Leaf Blight
28.8,73.6,219,6.37,99,41,26,Cotton,Leaf Spot
24.3,62.9,130.7,6.14,93,48,35,Tomato,Early Blight
33.5,52.5,298.2,6.34,85,44,35,Rice,Leaf Blast
28,69.2,124.4,6.34,99,58,38,Tomato,Early Blight
22.2,81.4,164.2,6.2,111,39,37,Wheat,Septoria Leaf Spot
18.1,87.8,199.4,5.87,77,30,35,Tomato,Late Blight
21.8,76.4,150.6,6.23,75,23,47,Potato,Late Blight
21.2,79.5,181.7,5.9,102,26,39,Wheat,Septoria Leaf Spot
24.5,67,146.2,6.83,84,59,58,Apple,Fire Blight
33.6,77,262.5,6.37,101,36,47,Rice,Bacterial Leaf Blight
26,68.9,163.4,6.39,94,45,44,Tomato,Bacterial Spot
30.7,81.2,203.4,6.27,96,35,15,Maize,Gray Leaf Spot
32.1,76.2,258.3,6.01,90,47,45,Rice,Bacterial Leaf Blight
28.4,70.2,210.4,5.74,71,29,32,Rice,Brown Spot
33.1,92.9,159,7.09,124,49,22,Maize,Turcicum Leaf Blight
28.5,69.7,224.8,5.78,83,26,30,Rice,Brown Spot
25.6,66.6,138.8,6.14,87,53,33,Tomato,Early Blight
34.9,70.5,261.2,6.29,101,39,37,Rice,Bacterial Leaf Blight
30.9,54.2,187.5,6.57,86,42,30,Cotton,Verticillium Wilt
21.6,83.1,193.9,5.7,86,37,40,Tomato,Late Blight
33.4,54.1,256.1,6.57,98,36,34,Rice,Leaf Blast
22,77.8,175.4,6.35,87,30,46,Potato,Late Blight
20.2,74.8,154.1,6.53,82,53,58,Apple,Fire Blight
32.5,49.5,280,6.34,88,43,39,Rice,Leaf Blast
21.2,92.5,190.2,7.1,115,37,34,Wheat,Septoria Leaf Spot
21.8,79.7,171.5,6.19,77,51,41,Apple,Cedar Apple Rust
32.1,84.8,194,6.65,99,42,28,Maize,Gray Leaf Spot
24.3,76.4,170.2,6.19,89,26,41,Potato,Late Blight
20.9,60.9,133.6,5.98,65,55,30,Potato,Early Blight
32.6,88.8,187.1,6.21,107,41,23,Maize,Gray Leaf Spot
23.4,49.6,110,7.27,60,47,35,Potato,Common Scab
29.1,76.8,141.8,6.26,101,49,37,Tomato,Bacterial Spot
34.8,86.7,130.6,7.04,123,41,22,Maize,Turcicum Leaf Blight
21.7,77.9,167.9,6.58,89,40,43,Apple,Cedar Apple Rust
25.9,49.6,136.6,7.93,56,47,37,Potato,Common Scab
33.8,57.1,218,6.76,77,48,40,Cotton,Bacterial Blight
24.4,76,168.4,6.54,88,49,49,Apple,Cedar Apple Rust
33.2,47.5,209.3,6.74,101,64,20,Chili,Anthracnose
23.8,64.8,136.6,6.63,87,42,36,Wheat,Leaf Rust
33.7,93.9,159,6.83,114,48,20,Maize,Turcicum Leaf Blight
33.6,45.6,234.7,6.68,81,59,37,Cotton,Bacterial Blight
30.7,53.3,199.5,6.7,109,63,16,Chili,Anthracnose
34.8,51,274.7,6.32,99,35,31,Rice,Leaf Blast
26.5,75.4,130.2,6.9,80,55,59,Apple,Fire Blight
26.1,77.6,183.9,6.4,102,43,30,Maize,Common Rust
29.7,68.3,186.8,6.55,92,45,31,Cotton,Leaf Spot
21.4,65.9,130.9,5.81,80,55,26,Potato,Early Blight
20.8,81.5,183.8,6.2,89,30,41,Tomato,Late Blight
26.8,74.6,178.2,6.61,103,51,45,Tomato,Bacterial Spot
36.5,92.6,141.7,7.1,112,53,21,Maize,Turcicum Leaf Blight
23.7,76.2,180.1,6.64,93,41,39,Apple,Cedar Apple Rust
30.1,53.4,251.6,6.77,98,38,35,Rice,Leaf Blast
31.1,68.5,196.5,6.53,86,38,32,Cotton,Leaf Spot
37.1,84.7,232.7,6.15,96,49,38,Rice,Bacterial Leaf Blight
20.5,84.6,181.3,5.86,75,34,30,Tomato,Late Blight
36.3,90.1,148.8,7.08,110,52,29,Maize,Turcicum Leaf Blight
29.8,84.2,207.8,6.47,110,40,19,Maize,Gray Leaf Spot
32.9,51.6,180.5,7,110,57,24,Chili,Anthracnose
24.8,63.3,135.4,6.76,86,33,38,Wheat,Leaf Rust
19.4,82.2,183.5,5.97,99,34,42,Wheat,Septoria Leaf Spot
22,57.1,130.9,7.32,51,55,38,Potato,Common Scab
29.1,57,164,7.12,80,54,39,Cotton,Verticillium Wilt
33.4,66,211.1,6.24,91,49,33,Cotton,Leaf Spot
20.5,83.5,195.9,6.35,112,26,42,Wheat,Septoria Leaf Spot
23.8,71.2,149.3,6.17,104,44,44,Wheat,Leaf Rust
22.8,64.4,138.8,6.18,79,52,33,Potato,Early Blight
23.9,57.3,126.4,7.69,55,53,33,Potato,Common Scab
34.8,75.4,200.1,6.19,87,37,26,Cotton,Leaf Spot
26.8,62.9,147.3,6.47,84,48,27,Tomato,Early Blight
23.2,71.9,158.1,7.02,87,46,53,Apple,Fire Blight
21.7,69.3,154.9,6.19,63,60,34,Potato,Early Blight
26,72.4,178.1,6.58,99,46,35,Tomato,Bacterial Spot
27.8,77.8,185.8,6.59,99,38,33,Chili,Powdery Mildew
17.7,69.7,187.5,5.72,92,29,32,Wheat,Septoria Leaf Spot
28.8,66.1,121,6.3,85,51,32,Tomato,Early Blight
32,75.6,190.1,6.67,83,44,29,Cotton,Leaf Spot
24.4,64.7,133.6,6.09,79,58,32,Potato,Early Blight
28.1,89.3,203.8,6.18,107,48,16,Maize,Gray Leaf Spot
26.9,50,119.3,6.79,62,45,33,Potato,Common Scab
29.3,67,228.2,6.11,85,32,31,Rice,Brown Spot
36.4,77.9,235.8,6.38,99,40,38,Rice,Bacterial Leaf Blight
25.9,54.3,189.4,6.89,86,54,38,Cotton,Verticillium Wilt
18,77.2,181,6.77,80,46,35,Apple,Cedar Apple Rust
20.5,82.4,167.7,6.51,86,44,42,Apple,Cedar Apple Rust
21.6,89.5,188.6,5.8,85,32,32,Tomato,Late Blight
15.4,78,162.9,5.83,72,37,42,Apple,Apple Scab
30.5,78.7,208.8,6.74,89,35,25,Cotton,Leaf Spot
31.4,76.6,177.7,6.7,98,44,21,Maize,Gray Leaf Spot
21.4,94.8,197.7,6,82,32,35,Tomato,Late Blight
28.5,79.5,166.5,6.74,88,47,48,Tomato,Bacterial Spot
28.9,84.2,296,6.44,104,29,40,Chili,Leaf Spot
30.1,48.3,281.4,6.44,98,39,30,Rice,Leaf Blast
33.1,94.7,151.5,7.13,105,45,27,Maize,Turcicum Leaf Blight
32.4,48.8,289.7,6.53,87,34,35,Rice,Leaf Blast
21.7,55.9,135.9,6.5,101,43,47,Wheat,Powdery Mildew
28.4,84,181.2,6.25,92,35,26,Maize,Common Rust
29.4,80.9,271.4,6.49,101,33,43,Chili,Leaf Spot
27.4,53.7,141.6,8.28,64,63,33,Potato,Common Scab
23.9,51.8,120,6.83,97,37,40,Wheat,Powdery Mildew
31.1,55.9,230.3,6.77,68,46,40,Cotton,Bacterial Blight
26.7,62.3,194.7,5.08,75,22,22,Rice,Brown Spot
30.5,69.2,162.6,6.44,94,45,39,Tomato,Bacterial Spot
21,83.1,171.4,6.84,80,44,45,Apple,Cedar Apple Rust
21.9,79.6,187,6.22,89,42,44,Apple,Cedar Apple Rust
26.6,78.1,146.1,6.6,90,45,49,Tomato,Bacterial Spot
28.2,81.5,271.2,6.09,102,26,39,Chili,Leaf Spot
26,67.2,141.7,6.14,90,52,29,Tomato,Early Blight
30.7,83,251.8,6.47,106,27,36,Chili,Leaf Spot
30,76.2,174.6,6.45,97,35,30,Chili,Powdery Mildew
23.4,50.3,135.8,7.92,67,48,41,Potato,Common Scab
20.3,78.5,162.7,6.16,78,45,48,Apple,Cedar Apple Rust
33.5,58.4,229.5,6.62,81,49,38,Cotton,Bacterial Blight
29.3,73.4,214.6,6.53,88,40,33,Cotton,Leaf Spot
22.4,63.8,122.2,6.57,96,42,49,Wheat,Powdery Mildew
